# DOT SELECT - EVERYTHING THE TRAIN-WINDOW SCREEN CUT, WITH THE CRITERION THAT CUT IT.
# SEED=0 book_size=297
# Screened on the RAW F0 scan. The 6,488/6,034 pre-filter is deliberately NOT applied: it uses full-sample agg_pf, folds_plus and trades computed over the months the screen is meant to validate against, so layering a train-only screen on it means the population was already selected with the answer.
signal_def,direction,train_trades,train_wins,train_PF,buckets_present,buckets_profitable,bucket_profit_frac,train_net,reject_criterion
RangeOsc_Val:lo + Micro_FailedBreak:lo + Round_1000_Dist_ATR:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
RangeOsc_Val:lo + Micro_Hurst:hi + WeeklyOpen_Dist_ATR:lo,LONG,7,7,inf,4,4,1.0,271.9,trades 7 < 12
D2D_DirStep:==-1 + Harmonic_OBVf_Concordance:==0 + ST_Flip_Event:==1,SHORT,3,3,inf,2,2,1.0,61.6,trades 3 < 12
ATR_1M:hi + OBVf_DirStepCount:hi + VA_Position:lo,LONG,9,7,0.7225,3,2,0.6667,-59.6,trades 9 < 12
D2D_Dn_Count:hi + Micro_Entropy:lo + Micro_VolAccel:lo,SHORT,11,11,inf,5,5,1.0,1510.0,trades 11 < 12
D2D_Up_Count:hi + AT_Slope_LT:hi + Harmonic_OBVf_Concordance:==1,LONG,7,7,inf,3,3,1.0,551.8,trades 7 < 12
D2D_Up_Count:hi + PrevDay_Low_Dist_ATR:hi + Round_500_Dist_ATR:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
AT_Lookback_ST:hi + AT_Score_LT:lo + OBVf_Signal:==-1,LONG,10,10,inf,2,2,1.0,441.2,trades 10 < 12
AT_Score_LT:lo + Micro_LogReturn:hi + D2D_DirStep:==-1,LONG,8,8,inf,3,3,1.0,256.5,trades 8 < 12
AT_Score_LT:hi + Micro_VolOfVol:hi + OR_High_Side:==-1,LONG,9,7,0.8216,2,1,0.5,-59.5,trades 9 < 12
AT_Slope_ST:lo + Micro_CSSpread:hi + Micro_RangeVelocity:lo,LONG,22,17,1.4074,5,4,0.8,233.2,train_PF 1.4074 < 2.0
OBV_Velocity:lo + Micro_PriceAccel:lo + Harmonic_D2D_Concordance:==1,LONG,5,4,0.984,2,1,0.5,-2.3,trades 5 < 12
EMA_Oscillator:hi + PrevDay_Low_Dist_ATR:hi + PrevDay_Low_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
RangeOsc_Val:lo + Micro_BarOverlap:lo + Micro_MicroGap:lo,LONG,6,6,inf,3,3,1.0,310.3,trades 6 < 12
RangeOsc_Val:lo + Micro_OrderFlowDelta:lo + PrevDay_Close_Dist_ATR:lo,LONG,18,14,1.8324,6,5,0.8333,283.1,train_PF 1.8324 < 2.0
Volume_Ratio_10:hi + Session_High_Dist_ATR:hi + OR_Position:hi,LONG,2,2,inf,1,1,1.0,530.9,trades 2 < 12
Micro_AutoCorr:lo + Micro_Hurst:hi + Micro_RangeVelocity:lo,LONG,10,9,1.397,6,5,0.8333,64.2,trades 10 < 12
Micro_AutoCorr:hi + Micro_VPIN:lo + ST_Flip_Event:==-1,LONG,4,4,inf,3,3,1.0,85.4,trades 4 < 12
Micro_FractalDim:lo + Session_Low_Dist_ATR:hi + VWAP_Sigma_ATR:lo,SHORT,1,1,inf,1,1,1.0,28.8,trades 1 < 12
Micro_Hurst:hi + Session_Low_Dist_ATR:lo + ST_Flip_Event:==1,LONG,9,8,1.8049,5,4,0.8,246.3,trades 9 < 12
Micro_LogReturn:hi + PrevDay_Close_Dist_ATR:lo + PrevDay_High_Side:==1,SHORT,33,28,1.9707,5,3,0.6,509.9,train_PF 1.9707 < 2.0
Micro_RangeVelocity:lo + Session_Low_Dist_ATR:hi + VWAP_Sigma_ATR:lo,SHORT,1,1,inf,1,1,1.0,28.8,trades 1 < 12
Micro_RollProxy:lo + Harmonic_D2D_Concordance:==1 + ST_Flip_Event:==1,SHORT,11,10,2.6166,4,4,1.0,108.8,trades 11 < 12
Micro_ThrustEff:lo + MultiDay_Position:hi + D2D_DirStep:==1,SHORT,4,4,inf,4,4,1.0,73.4,trades 4 < 12
PrevDay_High_Dist_ATR:lo + OR_Low_Dist_ATR:hi + MultiDay_Position:lo,LONG,2,2,inf,2,2,1.0,48.6,trades 2 < 12
PrevDay_Low_Dist_ATR:lo + Session_High_Dist_ATR:hi + VWAP_Sigma_ATR:lo,LONG,5,5,inf,1,1,1.0,194.4,trades 5 < 12
Body_Size:hi + ST_Flip_Event:==1 + OR_High_Side:==0,SHORT,1,1,inf,1,1,1.0,37.5,trades 1 < 12
TChan_A15:lo + PrevDay_Close_Side:==-1 + OR_High_Side:==1,LONG,8,8,inf,3,3,1.0,356.7,trades 8 < 12
ATR_1M:hi + Slope_EMA_ST:hi + OR_High_Dist_ATR:hi,SHORT,25,19,1.222,6,3,0.5,122.5,train_PF 1.222 < 2.0
D2D_Dn_Count:hi + D2D_Dynamic_Sensitivity:lo + Micro_VolAccel:lo,SHORT,11,11,inf,5,5,1.0,1506.4,trades 11 < 12
D2D_Persist:hi + Micro_Amihud:lo + Micro_FailedBreak:lo,SHORT,6,6,inf,3,3,1.0,91.1,trades 6 < 12
AT_Lookback_LT:hi + Slope_Accel_LT:lo + Micro_TickIntensity:hi,SHORT,10,10,inf,5,5,1.0,181.0,trades 10 < 12
AT_Score_ST:lo + Micro_Amihud:lo + VWAP_Sigma_ATR:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Slope_Accel_LT:lo + Micro_CSSpread:hi + WeeklyOpen_Side:==-1,LONG,4,4,inf,2,2,1.0,251.6,trades 4 < 12
Slope_Accel_LT:lo + Micro_RangeAccel:lo + PrevDay_Low_Dist_ATR:lo,LONG,10,10,inf,5,5,1.0,1093.1,trades 10 < 12
Slope_Accel_LT:hi + MultiDay_Slope:hi + AT_Regime_LT:==0,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
OBV_Macd:lo + PrevDay_Low_Dist_ATR:lo + ST_Flip_Event:==-1,LONG,10,9,2.6259,3,3,1.0,218.2,trades 10 < 12
RangeOsc_Val:lo + PrevDay_Close_Dist_ATR:lo + MultiDay_Slope:hi,LONG,2,2,inf,2,2,1.0,64.0,trades 2 < 12
Momentum_Value:hi + PrevDay_High_Dist_ATR:hi + Harmonic_OBVf_Concordance:==1,SHORT,3,2,0.4474,3,2,0.6667,-28.9,trades 3 < 12
Micro_Amihud:lo + Micro_AutoCorr:hi + VAL_Side:==-1,SHORT,3,3,inf,3,3,1.0,51.4,trades 3 < 12
Micro_Amihud:hi + WeeklyOpen_Dist_ATR:lo + ST_Flip_Event:==-1,LONG,7,7,inf,3,3,1.0,301.2,trades 7 < 12
Micro_VPIN:hi + PrevDay_Close_Dist_ATR:lo + VAL_Side:==-1,SHORT,4,4,inf,4,4,1.0,80.1,trades 4 < 12
Round_1000_Dist_ATR:hi + PrevDay_High_Side:==1 + OR_Low_Side:==-1,SHORT,4,4,inf,2,2,1.0,45.5,trades 4 < 12
Bar_Range:hi + VWAP_Sigma:lo + ST_Flip_Event:==1,LONG,8,6,2.1972,4,2,0.5,258.0,trades 8 < 12
D2D_ATR:lo + OBVf_DirStepCount:lo + Micro_RangeVelocity:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
AT_Score_ST:hi + Volume_Ratio_10:hi + Micro_Amihud:hi,SHORT,8,7,1.9346,6,5,0.8333,143.0,trades 8 < 12
AT_Slope_LT:hi + OR_Position:lo + PrevDay_Close_Side:==-1,LONG,15,12,1.5783,4,3,0.75,114.5,train_PF 1.5783 < 2.0
Bars_Since_Flip:hi + RangeOsc_Val:lo + Micro_Rejection:lo,LONG,9,9,inf,4,4,1.0,606.7,trades 9 < 12
Slope_Accel_LT:hi + Micro_VolAccel:hi + TChan_A15:lo,LONG,7,7,inf,4,4,1.0,327.7,trades 7 < 12
OBV_Macd:lo + TChan_A15:hi + ST_Flip_Event:==-1,LONG,9,8,3.184,4,3,0.75,216.0,trades 9 < 12
OBV_Velocity:lo + KAMA_Dist_ATR:hi + Micro_FractalDim:hi,LONG,2,1,0.2123,2,1,0.5,-42.3,trades 2 < 12
OBV_Velocity:lo + Micro_LogReturn:lo + VWAP_Sigma:lo,LONG,4,4,inf,2,2,1.0,103.0,trades 4 < 12
KAMA_Dist_ATR:hi + ADX_Value:lo + OR_High_Side:==-1,SHORT,5,5,inf,2,2,1.0,463.8,trades 5 < 12
Harmonic_LLEMA:lo + Micro_RangeAccel:hi + RangeOsc_State:==-1,LONG,10,9,2.0876,6,5,0.8333,156.5,trades 10 < 12
Sqz_Val:lo + Micro_HLAsymmetry:lo + VWAP_Sigma:lo,LONG,8,7,5.4117,3,2,0.6667,536.9,trades 8 < 12
RangeOsc_Val:lo + Micro_BarEntropy:lo + Micro_WickImbalance:lo,LONG,11,10,11.1118,5,4,0.8,524.8,trades 11 < 12
RangeOsc_Val:hi + Micro_MicroGap:hi + PrevDay_Close_Side:==-1,SHORT,9,9,inf,5,5,1.0,166.9,trades 9 < 12
Micro_BarEntropy:hi + MultiDay_Slope:lo + VAH_Side:==0,SHORT,8,6,3.0889,4,3,0.75,307.9,trades 8 < 12
Micro_Hurst:hi + Micro_TickIntensity:lo + VAL_Side:==-1,SHORT,2,2,inf,2,2,1.0,64.6,trades 2 < 12
Micro_VPIN:lo + TChan_A15:lo + VAH_Side:==0,SHORT,1,1,inf,1,1,1.0,22.3,trades 1 < 12
Micro_VolAccel:lo + TChan_A15:lo + ST_Flip_Event:==1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
MultiDay_Slope:lo + RangeOsc_State:==2 + ST_Flip_Event:==1,LONG,4,4,inf,3,3,1.0,310.5,trades 4 < 12
AT_Regime_LT:==0 + VAL_Side:==-1 + DailyOpen_Side:==-1,SHORT,6,6,inf,3,3,1.0,136.5,trades 6 < 12
ATR_1M:lo + AT_Score_LT:hi + Micro_PriceAccel:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Up_Count:hi + Micro_Entropy:lo + Micro_Rejection:lo,LONG,6,6,inf,4,4,1.0,2078.2,trades 6 < 12
Slope_Accel_LT:hi + Dist_To_PoC_ATR:lo + Micro_RangeVelocity:lo,SHORT,10,9,9.2512,4,4,1.0,502.5,trades 10 < 12
Slope_Accel_LT:lo + Micro_Amihud:lo + AT_Regime_ST:==1,LONG,4,4,inf,3,3,1.0,114.8,trades 4 < 12
Slope_Accel_LT:hi + Micro_ThrustEff:hi + RangeOsc_State:==-1,SHORT,7,6,8.1695,4,3,0.75,427.3,trades 7 < 12
Slope_Accel_LT:lo + RangeOsc_State:==2 + PrevDay_Low_Side:==-1,SHORT,7,6,2.9016,2,2,1.0,166.2,trades 7 < 12
Slope_Accel_ST:lo + RangeOsc_Val:hi + PrevDay_Close_Dist_ATR:hi,SHORT,6,6,inf,3,3,1.0,103.0,trades 6 < 12
OBV_Macd:lo + Micro_IBSP:hi + Body_Size:lo,LONG,3,3,inf,1,1,1.0,234.0,trades 3 < 12
OBV_Velocity:hi + MultiDay_Slope:lo + OR_High_Side:==1,SHORT,5,5,inf,3,3,1.0,116.2,trades 5 < 12
KAMA_Dist:lo + Micro_RangeAccel:lo + WeeklyOpen_Side:==-1,LONG,11,10,6.6984,2,1,0.5,657.6,trades 11 < 12
Harmonic_LLEMA:hi + PrevDay_Close_Dist_ATR:hi + VWAP_Sigma_ATR:hi,SHORT,3,3,inf,2,2,1.0,399.8,trades 3 < 12
Micro_Lambda:hi + VWAP_Dist_ATR:lo + VAH_Dist_ATR:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
PrevDay_Close_Dist_ATR:hi + WeeklyOpen_Dist_ATR:lo + RangeOsc_State:==-2,LONG,1,1,inf,1,1,1.0,17.5,trades 1 < 12
MultiDay_Position:lo + Harmonic_D2D_Concordance:==1 + ST_Flip_Event:==-1,LONG,5,4,4.6694,2,2,1.0,178.7,trades 5 < 12
D2D_ATR:lo + PrevDay_High_Dist_ATR:hi + OR_High_Side:==1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_ATR_MA:lo + VWAP_Sigma:lo + OR_High_Side:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Up_Count:hi + OBVf_DirStepCount:lo + Sqz_State:==1,LONG,6,5,8.8516,5,4,0.8,1201.3,trades 6 < 12
AT_Slope_ST:lo + Slope_EMA_ST:lo + OR_Low_Side:==0,LONG,4,3,1.2961,2,1,0.5,19.9,trades 4 < 12
AT_Slope_ST:lo + Micro_CSSpread:hi + D2D_DirStep:==1,LONG,25,22,1.49,5,4,0.8,251.3,train_PF 1.49 < 2.0
Slope_Accel_LT:lo + Micro_AutoCorr:hi + AT_Regime_ST:==1,LONG,7,6,4.7437,4,3,0.75,715.8,trades 7 < 12
OBV_Macd:lo + KAMA_Dist_ATR:hi + Efficiency_Ratio:lo,LONG,15,13,1.3456,5,4,0.8,81.5,train_PF 1.3456 < 2.0
OBV_Macd:hi + Round_1000_Dist_ATR:hi + WeeklyOpen_Dist_ATR:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
OBV_Velocity:hi + Micro_WickImbalance:lo + VA_Position:hi,SHORT,14,14,inf,2,2,1.0,537.7,buckets_present 2 < 3
Harmonic_LLEMA:lo + Micro_Rejection:hi + OR_Low_Dist_ATR:hi,LONG,9,9,inf,3,3,1.0,229.2,trades 9 < 12
RangeOsc_Val:lo + Upper_Wick:lo + Lower_Wick:hi,LONG,7,7,inf,4,4,1.0,351.0,trades 7 < 12
Micro_Amihud:hi + Micro_WickImbalance:lo + ST_Flip_Event:==-1,LONG,4,4,inf,3,3,1.0,338.0,trades 4 < 12
Micro_RangeAccel:lo + ST_Flip_Event:==0 + Session_High_Side:==0,LONG,3,2,0.9147,3,2,0.6667,-16.3,trades 3 < 12
Micro_WickImbalance:hi + PrevDay_Low_Dist_ATR:lo + Round_1000_Dist_ATR:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Round_100_Dist_ATR:hi + Round_1000_Dist_ATR:hi + VAH_Side:==0,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
ATR_1M:hi + PrevDay_Low_Side:==1 + Session_Low_Side:==0,SHORT,13,10,1.5919,5,4,0.8,215.5,train_PF 1.5919 < 2.0
D2D_ATR_MA:lo + OR_High_Dist_ATR:hi + D2D_DirStep:==1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Dn_Count:hi + Micro_MicroGap:hi + AT_Regime_LT:==1,SHORT,10,10,inf,4,4,1.0,281.8,trades 10 < 12
AT_Score_LT:hi + AT_Score_ST:lo + Round_500_Dist_ATR:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
AT_Score_ST:lo + Micro_PriceAccel:lo + Upper_Wick:lo,LONG,2,2,inf,2,2,1.0,72.9,trades 2 < 12
AT_Score_ST:hi + AT_Regime_LT:==1 + PrevDay_Low_Side:==1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
AT_Slope_ST:lo + PrevDay_Low_Dist_ATR:hi + Sqz_State:==-1,LONG,9,6,1.0374,4,2,0.5,12.4,trades 9 < 12
Slope_Accel_LT:lo + Micro_GarmanKlass:lo + PrevDay_Close_Dist_ATR:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Slope_Accel_LT:hi + Micro_VPIN:hi + WeeklyOpen_Dist_ATR:hi,SHORT,5,5,inf,3,3,1.0,58.1,trades 5 < 12
KAMA_Dist_ATR:hi + Micro_Rejection:hi + PrevDay_Low_Dist_ATR:hi,SHORT,5,5,inf,1,1,1.0,484.7,trades 5 < 12
Sqz_Val:lo + Harmonic_OBVf_Concordance:==1 + RangeOsc_State:==-1,LONG,5,5,inf,3,3,1.0,241.2,trades 5 < 12
Efficiency_Ratio:hi + MultiDay_Slope:lo + MultiDay_Position:hi,LONG,13,11,1.6867,3,3,1.0,115.5,train_PF 1.6867 < 2.0
Micro_BarEntropy:hi + VAL_Dist_ATR:lo + ST_Flip_Event:==1,SHORT,6,6,inf,3,3,1.0,139.3,trades 6 < 12
Micro_FractalDim:lo + Micro_ThrustEff:lo + D2D_DirStep:==1,SHORT,3,3,inf,3,3,1.0,62.9,trades 3 < 12
D2D_Dn_Count:hi + Micro_CSSpread:lo + Micro_VolOfVol:lo,SHORT,8,8,inf,5,5,1.0,255.5,trades 8 < 12
D2D_Dn_Count:hi + Micro_VolAccel:lo + WeeklyOpen_Dist_ATR:lo,SHORT,17,15,1.5729,6,4,0.6667,175.3,train_PF 1.5729 < 2.0
D2D_Up_Count:hi + PrevDay_Close_Dist_ATR:hi + OR_Position:hi,LONG,3,3,inf,3,3,1.0,88.4,trades 3 < 12
AT_Score_LT:lo + Micro_Entropy:hi + PoC_Side:==0,SHORT,4,4,inf,2,2,1.0,72.0,trades 4 < 12
AT_Score_ST:lo + Micro_FailedBreak:lo + OR_Low_Side:==-1,LONG,11,10,5.1393,3,3,1.0,279.4,trades 11 < 12
AT_Slope_LT:lo + AT_Slope_ST:lo + DailyOpen_Dist_ATR:lo,LONG,23,18,2.6457,5,3,0.6,873.2,bucket_profit_frac 0.600 < 0.667 (3/5)
AT_Slope_ST:hi + Sqz_State:==-1 + ST_Flip_Event:==1,SHORT,7,6,4.4033,3,2,0.6667,207.6,trades 7 < 12
Bars_Since_Flip:hi + DailyOpen_Dist_ATR:hi + VWAP_Sigma_ATR:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Bars_Since_Flip:hi + Session_Low_Dist_ATR:lo + TChan_A15:hi,LONG,11,11,inf,5,5,1.0,483.2,trades 11 < 12
Slope_EMA_ST:lo + Sqz_Val:hi + PrevDay_High_Dist_ATR:hi,SHORT,10,10,inf,4,4,1.0,198.9,trades 10 < 12
Slope_Accel_LT:lo + Micro_BarOverlap:hi + AT_Regime_ST:==1,LONG,5,4,1.0392,3,2,0.6667,7.5,trades 5 < 12
Slope_Accel_LT:lo + Micro_Hurst:hi + Micro_PriceAccel:lo,LONG,9,9,inf,5,5,1.0,386.6,trades 9 < 12
OBV_Macd:hi + Sqz_Val:lo + MultiDay_Slope:hi,LONG,32,26,1.0465,5,3,0.6,43.0,train_PF 1.0465 < 2.0
OBV_Macd:hi + Efficiency_Ratio:hi + Session_High_Dist_ATR:hi,SHORT,4,4,inf,2,2,1.0,99.1,trades 4 < 12
KAMA_Dist_ATR:hi + PrevDay_High_Dist_ATR:hi + DailyOpen_Side:==-1,SHORT,1,1,inf,1,1,1.0,8.6,trades 1 < 12
KAMA_Dist_ATR:hi + DailyOpen_Dist_ATR:hi + AT_Regime_ST:==1,SHORT,3,3,inf,1,1,1.0,112.7,trades 3 < 12
EMA_Oscillator:hi + VAH_Dist_ATR:lo + AT_Regime_ST:==1,LONG,9,9,inf,5,5,1.0,374.9,trades 9 < 12
Volume_Ratio_10:hi + Micro_VPIN:lo + ST_Flip_Event:==-1,LONG,5,5,inf,2,2,1.0,206.2,trades 5 < 12
Momentum_Value:lo + RangeOsc_State:==-1 + OR_Low_Side:==-1,LONG,27,23,1.3783,6,4,0.6667,183.7,train_PF 1.3783 < 2.0
D2D_ATR_MA:hi + WeeklyOpen_Dist_ATR:hi + RangeOsc_State:==1,SHORT,17,14,1.5307,4,3,0.75,113.4,train_PF 1.5307 < 2.0
D2D_Dn_Count:hi + Micro_VolOfVol:lo + Sqz_State:==1,SHORT,9,9,inf,4,4,1.0,312.8,trades 9 < 12
D2D_Persist:lo + Micro_WickImbalance:hi + ADX_Value:lo,LONG,3,2,4.1188,2,2,1.0,396.4,trades 3 < 12
AT_Score_ST:lo + Bars_Since_Flip:hi + Micro_MicroGap:hi,LONG,10,9,4.5,5,4,0.8,235.2,trades 10 < 12
AT_Slope_ST:lo + Micro_Lambda:lo + PrevDay_Low_Dist_ATR:hi,LONG,7,7,inf,3,3,1.0,113.2,trades 7 < 12
Slope_EMA_ST:lo + Micro_CSSpread:hi + Harmonic_D2D_Concordance:==0,LONG,22,19,1.6596,4,3,0.75,270.3,train_PF 1.6596 < 2.0
KAMA_Dist_ATR:hi + Lower_Wick:lo + AT_Regime_ST:==0,SHORT,4,4,inf,3,3,1.0,172.0,trades 4 < 12
Micro_IBSP:lo + Micro_VPIN:hi + VAH_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_RangeVelocity:lo + DailyOpen_Dist_ATR:hi + ST_Flip_Event:==1,SHORT,4,4,inf,3,3,1.0,61.1,trades 4 < 12
ATR_1M:lo + OBV_Velocity:lo + Micro_LogReturn:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
AT_Score_LT:lo + Momentum_Value:hi + VWAP_Sigma_ATR:hi,SHORT,6,6,inf,3,3,1.0,166.8,trades 6 < 12
AT_Score_ST:lo + EMA_Oscillator:hi + OR_Low_Side:==-1,LONG,15,13,1.2481,4,3,0.75,99.3,train_PF 1.2481 < 2.0
AT_Slope_ST:lo + Micro_Amihud:hi + DailyOpen_Dist_ATR:lo,LONG,20,18,4.8242,5,3,0.6,1155.3,bucket_profit_frac 0.600 < 0.667 (3/5)
Bars_Since_Flip:hi + Harmonic_OBVf_Concordance:==0 + VAL_Side:==-1,SHORT,3,3,inf,3,3,1.0,49.7,trades 3 < 12
OBV_Velocity:lo + Micro_IBSP:lo + Harmonic_OBVf_Concordance:==1,LONG,3,2,2.0499,2,2,1.0,48.4,trades 3 < 12
OBV_Velocity:lo + Micro_Lambda:hi + ADX_Value:hi,LONG,7,7,inf,5,5,1.0,331.2,trades 7 < 12
KAMA_Dist_ATR:hi + Harmonic_LLEMA:hi + PrevDay_Close_Dist_ATR:hi,SHORT,4,4,inf,1,1,1.0,391.9,trades 4 < 12
KAMA_Dist_ATR:hi + PrevDay_Close_Dist_ATR:hi + MultiDay_Position:hi,SHORT,5,5,inf,1,1,1.0,472.4,trades 5 < 12
Harmonic_LLEMA:hi + Micro_VPIN:lo + VWAP_Side:==-1,SHORT,5,5,inf,2,2,1.0,121.6,trades 5 < 12
RangeOsc_Val:lo + ADX_Value:lo + ST_Flip_Event:==1,SHORT,4,4,inf,3,3,1.0,99.7,trades 4 < 12
Micro_Amihud:hi + Micro_WickImbalance:lo + VAH_Side:==0,SHORT,29,24,1.6392,5,3,0.6,446.6,train_PF 1.6392 < 2.0
Micro_Hurst:lo + Micro_RangeVelocity:lo + VAH_Side:==0,SHORT,11,10,6.3315,4,3,0.75,295.9,trades 11 < 12
Micro_Lambda:hi + Micro_MicroGap:hi + VAL_Side:==-1,SHORT,2,2,inf,2,2,1.0,56.2,trades 2 < 12
Micro_VolAccel:hi + Micro_VolOfVol:hi + PoC_Side:==-1,LONG,2,2,inf,2,2,1.0,93.8,trades 2 < 12
Micro_VolOfVol:lo + VAL_Dist_ATR:lo + MultiDay_Slope:lo,LONG,9,9,inf,3,3,1.0,351.9,trades 9 < 12
PrevDay_Close_Dist_ATR:lo + Round_500_Dist_ATR:lo + VAL_Side:==-1,SHORT,7,7,inf,5,5,1.0,156.9,trades 7 < 12
MultiDay_Slope:lo + Lower_Wick:lo + PoC_Side:==0,SHORT,5,5,inf,3,3,1.0,440.6,trades 5 < 12
Bar_Range:hi + TChan_A15:lo + RangeOsc_State:==2,SHORT,8,8,inf,4,4,1.0,211.9,trades 8 < 12
D2D_Persist:hi + Micro_Amihud:lo + Micro_IBSP:lo,SHORT,9,9,inf,5,5,1.0,164.4,trades 9 < 12
D2D_Persist:hi + Micro_IBSP:lo + Micro_WickImbalance:lo,SHORT,6,6,inf,3,3,1.0,114.9,trades 6 < 12
D2D_Persist:hi + Session_High_Dist_ATR:hi + OR_Low_Side:==1,SHORT,6,6,inf,2,2,1.0,171.5,trades 6 < 12
AT_Score_LT:hi + AT_Score_ST:lo + Micro_PriceAccel:hi,SHORT,9,8,1.9074,4,3,0.75,85.3,trades 9 < 12
AT_Score_ST:lo + Micro_TickIntensity:lo + Session_Low_Side:==0,SHORT,2,2,inf,1,1,1.0,54.5,trades 2 < 12
AT_Slope_LT:hi + Micro_LogReturn:hi + OR_Low_Side:==-1,LONG,7,7,inf,4,4,1.0,195.6,trades 7 < 12
AT_Slope_ST:hi + OBV_Macd:lo + Micro_Lambda:hi,SHORT,23,20,2.251,5,3,0.6,505.9,bucket_profit_frac 0.600 < 0.667 (3/5)
AT_Slope_ST:lo + Micro_Lambda:hi + OR_Position:lo,LONG,26,23,3.4874,5,3,0.6,1132.0,bucket_profit_frac 0.600 < 0.667 (3/5)
AT_Slope_ST:lo + Micro_RangeVelocity:hi + VWAP_Dist_ATR:hi,LONG,8,7,4.3685,4,3,0.75,233.1,trades 8 < 12
OBV_Macd:lo + Micro_Rejection:lo + WeeklyOpen_Dist_ATR:hi,LONG,6,6,inf,3,3,1.0,407.2,trades 6 < 12
OBV_Velocity:hi + Micro_WickImbalance:lo + Harmonic_OBVf_Concordance:==1,SHORT,7,7,inf,3,3,1.0,256.8,trades 7 < 12
KAMA_Dist:lo + Micro_Hurst:lo + Micro_RangeAccel:hi,LONG,10,9,4.9366,6,5,0.8333,235.8,trades 10 < 12
KAMA_Dist_ATR:hi + DailyOpen_Dist_ATR:hi + AT_Regime_LT:==1,SHORT,2,2,inf,2,2,1.0,81.9,trades 2 < 12
KAMA_Slope:lo + Micro_Hurst:lo + OBVf_Signal:==1,LONG,8,6,2.3717,4,3,0.75,160.9,trades 8 < 12
Sqz_Val:hi + Session_Low_Dist_ATR:lo + WeeklyOpen_Dist_ATR:hi,SHORT,8,8,inf,4,4,1.0,220.3,trades 8 < 12
RangeOsc_Val:lo + TChan_A15:hi + OR_High_Side:==0,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_AutoCorr:hi + Micro_Entropy:hi + ST_Flip_Event:==-1,LONG,4,4,inf,4,4,1.0,77.2,trades 4 < 12
PrevDay_Close_Dist_ATR:lo + WeeklyOpen_Dist_ATR:lo + VAL_Side:==-1,SHORT,2,2,inf,2,2,1.0,52.0,trades 2 < 12
Session_High_Dist_ATR:hi + VWAP_Sigma:lo + PrevDay_Low_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Lower_Wick:hi + Volume:lo + RangeOsc_State:==2,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Bar_Range:lo + RangeOsc_Val:lo + VA_Position:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Dynamic_Sensitivity:lo + Slope_Accel_ST:lo + Dist_To_PoC_ATR:hi,LONG,9,7,0.7599,3,2,0.6667,-70.9,trades 9 < 12
D2D_Persist:hi + Micro_HLAsymmetry:hi + Micro_MomoTransfer:lo,SHORT,5,5,inf,3,3,1.0,147.4,trades 5 < 12
D2D_Persist:hi + Micro_VolAccel:lo + AT_Regime_ST:==1,SHORT,4,4,inf,2,2,1.0,122.9,trades 4 < 12
D2D_Up_Count:hi + Micro_Lambda:hi + Micro_Rejection:lo,LONG,9,9,inf,4,4,1.0,2259.8,trades 9 < 12
AT_Lookback_LT:hi + Micro_Rejection:lo + D2D_Signal:==1,LONG,3,3,inf,2,2,1.0,1618.0,trades 3 < 12
Slope_Accel_LT:lo + Micro_RangeVelocity:hi + MultiDay_Slope:lo,LONG,4,4,inf,3,3,1.0,161.2,trades 4 < 12
Slope_Accel_LT:lo + Micro_VolAccel:lo + PrevDay_High_Side:==1,LONG,12,10,1.2935,4,3,0.75,76.7,train_PF 1.2935 < 2.0
OBV_Velocity:hi + VWAP_Dist_ATR:lo + OR_Position:hi,SHORT,7,7,inf,3,3,1.0,152.5,trades 7 < 12
